Accession	Virus Pangolin Classification	Geographic Location	Isolate Collection date	Host Name	Length	Completeness	Release date
OQ084291.1	AY.20	Mexico	2021-12-22	Homo sapiens	29838	COMPLETE	2022-12-20T00:00:00Z
OQ093950.1	BQ.1.1	USA	2022-11-28	Homo sapiens	29756	COMPLETE	2022-12-20T00:00:00Z
OQ115397.1	BQ.1.12	USA: California	2022-12-07	Homo sapiens	29844	COMPLETE	2022-12-23T00:00:00Z
OQ139432.1	BQ.1.1	USA: California	2022-12-17	Homo sapiens	29821	COMPLETE	2022-12-29T00:00:00Z
OQ146565.2	DF.1.1	USA	2022-12-05	Homo sapiens	29743	COMPLETE	2022-12-29T00:00:00Z
OQ166803.1	EE.5	USA: North Carolina	2022-12-20	Homo sapiens	29657	COMPLETE	2023-01-04T00:00:00Z
OQ180780.1	BQ.1	USA: California	2022-12-22	Homo sapiens	29804	COMPLETE	2023-01-05T00:00:00Z
OQ205926.1	BQ.1.1.41	USA: North Carolina	2022-12-27	Homo sapiens	29720	COMPLETE	2023-01-10T00:00:00Z
OQ244021.1	BQ.1	USA	2022-12-29	Homo sapiens	29718	COMPLETE	2023-01-12T00:00:00Z
OQ265309.1	BE.1.4.2	USA: Nevada	2022-12-27	Homo sapiens	29718	COMPLETE	2023-01-17T00:00:00Z
OQ301405.1	BQ.1.2	USA: New York	2023-01-07	Homo sapiens	29718	COMPLETE	2023-01-23T00:00:00Z
OQ327563.1	BQ.1.1.4	USA: Florida	2023-01-04	Homo sapiens	29718	COMPLETE	2023-01-26T00:00:00Z
OQ352726.1	BA.1.1	Kenya	2021-12-25	Homo sapiens	29785	COMPLETE	2023-01-31T00:00:00Z
PX887869.1	XFG.3.16.1	USA: California	2025-09-24	Homo sapiens	29795	COMPLETE	2026-01-19T00:00:00Z
ON899711.1	BA.2.12.1	USA: Louisiana	2022-06-20	Homo sapiens	29848	COMPLETE	2022-07-01T00:00:00Z
ON914373.1	BA.2.12.1	USA: Georgia	2022-06-13	Homo sapiens	29724	COMPLETE	2022-07-05T00:00:00Z
ON924005.1	BA.5.5	USA: FL	2022-06-10	Homo sapiens	29756	COMPLETE	2022-07-05T00:00:00Z
ON939420.1	BA.2.12.1	USA: Florida	2022-06-27	Homo sapiens	29850	COMPLETE	2022-07-07T00:00:00Z
ON952089.1	BA.2.12.1	USA: Virginia	2022-05-12	Homo sapiens	29724	COMPLETE	2022-07-08T00:00:00Z
ON967262.1	BA.2.12.1	USA: Florida	2022-06-24	Homo sapiens	29660	COMPLETE	2022-07-12T00:00:00Z
ON979085.1	BG.5	USA: California	2022-07-01	Homo sapiens	29663	COMPLETE	2022-07-13T00:00:00Z
OP007796.1	BA.2.12.1	USA: California	2022-06-25	Homo sapiens	29724	COMPLETE	2022-07-18T00:00:00Z
OP017219.1	BA.5.2	USA: North Carolina	2022-07-07	Homo sapiens	29720	COMPLETE	2022-07-19T00:00:00Z
OP035428.1	BA.2.18	USA	2022-06	Homo sapiens	29770	COMPLETE	2022-07-21T00:00:00Z
OP051940.1	BF.10	USA	2022-06-20	Homo sapiens	29732	COMPLETE	2022-07-25T00:00:00Z
OP064048.1	BA.4.6	USA: New Jersey	2022-07-10	Homo sapiens	29711	COMPLETE	2022-07-26T00:00:00Z
OP083638.1	BA.5.1	USA: Michigan	2022-07-08	Homo sapiens	29718	COMPLETE	2022-07-27T00:00:00Z
OX143634.1	BA.2	United Kingdom:Scotland	2022-06-05	Homo sapiens	29842	COMPLETE	2022-07-05T00:00:00Z
PZ253791.1	XFG	USA: District of Columbia	2026-01-29	Homo sapiens	29694	COMPLETE	2026-04-07T00:00:00Z
OZ063069.1	P.1.15	Argentina:Chaco	2021-07-07	Homo sapiens	29792	COMPLETE	2024-05-29T00:00:00Z
OZ069397.1	BA.1.1	Argentina:Santa Cruz	2021-12-30	Homo sapiens	29840	COMPLETE	2024-05-31T00:00:00Z
PP771715.1	DY.3	China: Guangdong	2022-11-19	Homo sapiens	29658	COMPLETE	2024-05-09T00:00:00Z
OQ894695.1	BA.2	France	2022-04	Homo sapiens	29675	COMPLETE	2023-05-01T00:00:00Z
OQ905563.1	BA.5.1	France	2022-08	Homo sapiens	29669	COMPLETE	2023-05-01T00:00:00Z
OX492045.1	unclassifiable	United Kingdom:Northern_Ireland	2021-06-01	Homo sapiens	29893	COMPLETE	2023-05-01T00:00:00Z
OX498238.1	AY.4.2	United Kingdom:Northern_Ireland	2021-12-05	Homo sapiens	29890	COMPLETE	2023-05-01T00:00:00Z
OX501897.1	AY.4	United Kingdom:Northern_Ireland	2021-08-06	Homo sapiens	29896	COMPLETE	2023-05-01T00:00:00Z
OX506830.1	AY.4	United Kingdom:Northern_Ireland	2021-08-25	Homo sapiens	29890	COMPLETE	2023-05-01T00:00:00Z
OX511027.1	BA.2	United Kingdom:Northern_Ireland	2022-04-18	Homo sapiens	29850	COMPLETE	2023-05-01T00:00:00Z
OX515357.1	BA.2	United Kingdom:Northern_Ireland	2022-01-22	Homo sapiens	29851	COMPLETE	2023-05-02T00:00:00Z
OX520157.1	DV.6	United Kingdom:Northern_Ireland	2023-01-06	Homo sapiens	29859	COMPLETE	2023-05-02T00:00:00Z
OX524805.1	AY.4	United Kingdom:Northern_Ireland	2021-11-21	Homo sapiens	29890	COMPLETE	2023-05-02T00:00:00Z
OX529925.1	AY.4	United Kingdom:Northern_Ireland	2021-07-07	Homo sapiens	29890	COMPLETE	2023-05-02T00:00:00Z
OX535134.1	AY.5	United Kingdom:Northern_Ireland	2021-11-06	Homo sapiens	29889	COMPLETE	2023-05-02T00:00:00Z
OX541452.1	B.1.1.363	United Kingdom:Wales	2020-05-29	Homo sapiens	29879	COMPLETE	2023-05-02T00:00:00Z
OX545543.1	AY.4	United Kingdom:Wales	2021-07-14	Homo sapiens	29890	COMPLETE	2023-05-04T00:00:00Z
OX550449.1	B.1.177.65	United Kingdom:Wales	2020-12-15	Homo sapiens	29903	COMPLETE	2023-05-04T00:00:00Z
OX555282.1	BA.1	United Kingdom:Northern_Ireland	2022-01-23	Homo sapiens	29873	COMPLETE	2023-05-04T00:00:00Z
OX558915.1	B.1.177.65	United Kingdom:Wales	2020-12-14	Homo sapiens	29903	COMPLETE	2023-05-04T00:00:00Z
OX562837.1	AY.4	United Kingdom:Wales	2021-07-05	Homo sapiens	29890	COMPLETE	2023-05-04T00:00:00Z
OX566960.1	B.1.177.65	United Kingdom:Wales	2020-12-16	Homo sapiens	29902	COMPLETE	2023-05-04T00:00:00Z
OX572638.1	AY.4	United Kingdom:England	2021-07-21	Homo sapiens	29890	COMPLETE	2023-05-04T00:00:00Z
OX576363.1	B.1.1.7	United Kingdom:Wales	2021-01-21	Homo sapiens	29884	COMPLETE	2023-05-05T00:00:00Z
OX581636.1	B.1.1.7	United Kingdom:Wales	2021-01-12	Homo sapiens	29829	COMPLETE	2023-05-08T00:00:00Z
OX584932.1	AY.4	United Kingdom:England	2021-06-16	Homo sapiens	29890	COMPLETE	2023-05-09T00:00:00Z
OX589688.1	B.1.177	United Kingdom:Wales	2020-11-27	Homo sapiens	29903	COMPLETE	2023-05-09T00:00:00Z
OX594852.1	AY.4	United Kingdom:England	2021-06-16	Homo sapiens	29897	COMPLETE	2023-05-11T00:00:00Z
OX599545.1	B.1.1.7	United Kingdom:England	2021-01-19	Homo sapiens	29884	COMPLETE	2023-05-13T00:00:00Z
OX604815.1	B.1.1	United Kingdom:England	2020-03-21	Homo sapiens	29873	COMPLETE	2023-05-14T00:00:00Z
OX607648.1	AY.4	United Kingdom:England	2021-07-05	Homo sapiens	29891	COMPLETE	2023-05-14T00:00:00Z
OX611309.1	BA.5.1	United Kingdom:England	2022-07-14	Homo sapiens	29885	COMPLETE	2023-05-15T00:00:00Z
OX616500.1	BA.1.1	United Kingdom:England	2022-02-01	Homo sapiens	29882	COMPLETE	2023-05-16T00:00:00Z
OX622089.1	BA.1.1	United Kingdom:England	2022-02-09	Homo sapiens	29879	COMPLETE	2023-05-18T00:00:00Z
OX627144.1	BA.2	United Kingdom:England	2022-05-11	Homo sapiens	29876	COMPLETE	2023-05-19T00:00:00Z
OX630513.1	BA.1.1	United Kingdom:England	2022-01-28	Homo sapiens	29770	COMPLETE	2023-05-21T00:00:00Z
OX634848.1	AY.4	United Kingdom:England	2020	Homo sapiens	29895	COMPLETE	2023-05-22T00:00:00Z
OZ012086.1	JN.1.22	United Kingdom:England	2024-01-24	Homo sapiens	29852	COMPLETE	2024-02-07T00:00:00Z
OZ019524.1	JN.1.7	United Kingdom:England	2024-02-08	Homo sapiens	29862	COMPLETE	2024-02-27T00:00:00Z
PP300316.1	BA.1.1	USA	2022-01-25	Homo sapiens	29814	COMPLETE	2024-02-07T00:00:00Z
PP408480.1	JN.1.46	USA: Pennsylvania	2024-02-07	Homo sapiens	29721	COMPLETE	2024-02-28T00:00:00Z
OR294624.1	BA.5.1	France	2022-06	Homo sapiens	29669	COMPLETE	2023-07-19T00:00:00Z
OR305473.1	B.1	USA	2020-04-07	Homo sapiens	29799	COMPLETE	2023-07-20T00:00:00Z
OR310096.1	B.1.2	USA	2020-11-17	Homo sapiens	29819	COMPLETE	2023-07-20T00:00:00Z
OR316754.1	B.1.2	USA	2021-01-19	Homo sapiens	29862	COMPLETE	2023-07-20T00:00:00Z
OR324541.1	BA.2	France	2022-04	Homo sapiens	29675	COMPLETE	2023-07-20T00:00:00Z
OY289255.1	XBB.1.5.7	United Kingdom:England	2023-05-18	Homo sapiens	29856	COMPLETE	2023-07-15T00:00:00Z
OY294886.1	AY.4	United Kingdom:England	2021-08-04	Homo sapiens	29903	COMPLETE	2023-07-17T00:00:00Z
OY300158.1	BA.5.5	United Kingdom:England	2022-07-28	Homo sapiens	29844	COMPLETE	2023-07-17T00:00:00Z
OY304473.1	B.1.1.7	United Kingdom:England	2020	Homo sapiens	29883	COMPLETE	2023-07-17T00:00:00Z
OY309901.1	FL.3.4	United Kingdom:England	2023-03-11	Homo sapiens	29850	COMPLETE	2023-07-17T00:00:00Z
OY313468.1	FM.1	United Kingdom:England	2023-01-12	Homo sapiens	29885	COMPLETE	2023-07-17T00:00:00Z
OY317118.1	BA.5.2.1	United Kingdom:England	2022-06-16	Homo sapiens	29885	COMPLETE	2023-07-18T00:00:00Z
OY320857.1	BA.2.12.1	United Kingdom:England	2022-07-10	Homo sapiens	29850	COMPLETE	2023-07-18T00:00:00Z
OY325206.1	BA.1.1	United Kingdom:England	2022-01-28	Homo sapiens	29749	COMPLETE	2023-07-18T00:00:00Z
OY328213.1	AY.5	United Kingdom:England	2021-11-24	Homo sapiens	29896	COMPLETE	2023-07-18T00:00:00Z
OY332514.1	BA.2	United Kingdom:England	2022-04-07	Homo sapiens	29850	COMPLETE	2023-07-18T00:00:00Z
OY338304.1	B.1.1	United Kingdom:Scotland	2020-05-08	Homo sapiens	29782	COMPLETE	2023-07-18T00:00:00Z
OY342740.1	AY.4	United Kingdom:England	2021-09-17	Homo sapiens	29896	COMPLETE	2023-07-19T00:00:00Z
OY349201.1	B.1.1.7	United Kingdom:England	2021-02-11	Homo sapiens	29884	COMPLETE	2023-07-19T00:00:00Z
OY352404.1	AY.5	United Kingdom:England	2021-10-18	Homo sapiens	29891	COMPLETE	2023-07-19T00:00:00Z
OY357066.1	AY.4	United Kingdom:England	2021-10-10	Homo sapiens	29891	COMPLETE	2023-07-19T00:00:00Z
OY360711.1	B.1.1.7	United Kingdom:England	2021-01-10	Homo sapiens	29884	COMPLETE	2023-07-19T00:00:00Z
OY366095.1	B.1.1.37	United Kingdom:England	2020-07-06	Homo sapiens	29903	COMPLETE	2023-07-20T00:00:00Z
OY370360.1	B.1.1.7	United Kingdom:England	2021-01-11	Homo sapiens	29884	COMPLETE	2023-07-20T00:00:00Z
OY373910.1	BA.5.1.22	United Kingdom:Scotland	2022-06-24	Homo sapiens	29844	COMPLETE	2023-07-20T00:00:00Z
OY378094.1	B.1.151	United Kingdom:Scotland	2020-05-26	Homo sapiens	29903	COMPLETE	2023-07-20T00:00:00Z
OY382783.1	B.1.177	United Kingdom:Scotland	2021-01-09	Homo sapiens	29903	COMPLETE	2023-07-20T00:00:00Z
OY386634.1	AY.4	United Kingdom:Scotland	2021-08-30	Homo sapiens	29890	COMPLETE	2023-07-20T00:00:00Z
OY391337.1	B.1.1.7	United Kingdom:Scotland	2021-06-03	Homo sapiens	29887	COMPLETE	2023-07-22T00:00:00Z
OY394999.1	W.4	United Kingdom:Scotland	2020-10-09	Homo sapiens	29903	COMPLETE	2023-07-22T00:00:00Z
OY399164.1	B.1.177	United Kingdom:Scotland	2020-09-07	Homo sapiens	29903	COMPLETE	2023-07-22T00:00:00Z
OY403289.1	BA.2.36	United Kingdom:Wales	2022-03-15	Homo sapiens	29850	COMPLETE	2023-07-22T00:00:00Z
OY408242.1	AY.4	United Kingdom:Wales	2021-09-28	Homo sapiens	29890	COMPLETE	2023-07-22T00:00:00Z
OY411343.1	AY.4	United Kingdom:Wales	2021-12-04	Homo sapiens	29890	COMPLETE	2023-07-22T00:00:00Z
OY415371.1	AY.6	United Kingdom:Wales	2021-09-14	Homo sapiens	29890	COMPLETE	2023-07-22T00:00:00Z
OY420388.1	AY.4	United Kingdom:Wales	2021-07-28	Homo sapiens	29890	COMPLETE	2023-07-23T00:00:00Z
OY425540.1	AY.4.2.2	United Kingdom:Wales	2021-11-10	Homo sapiens	29896	COMPLETE	2023-07-23T00:00:00Z
OY429731.1	BA.4.6.1	United Kingdom:Wales	2022-07-25	Homo sapiens	29835	COMPLETE	2023-07-25T00:00:00Z
OY433500.1	AY.4	United Kingdom:England	2021-11-02	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY439395.1	BA.1.17.2	United Kingdom:Wales	2021-12-30	Homo sapiens	29873	COMPLETE	2023-07-25T00:00:00Z
OY443338.1	BA.1	United Kingdom:Wales	2022-01-12	Homo sapiens	29873	COMPLETE	2023-07-25T00:00:00Z
OY448560.1	BA.1.1.14	United Kingdom:Wales	2022-02-11	Homo sapiens	29870	COMPLETE	2023-07-25T00:00:00Z
OY452094.1	AY.4	United Kingdom:Wales	2021-09-21	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY456110.1	unclassifiable	United Kingdom:Wales	2021-09-08	Homo sapiens	29887	COMPLETE	2023-07-25T00:00:00Z
OY461718.1	AY.4	United Kingdom:Wales	2021-11-08	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY466925.1	DV.6	United Kingdom:Wales	2023-02-17	Homo sapiens	29849	COMPLETE	2023-07-25T00:00:00Z
OY471911.1	AY.4	United Kingdom:Wales	2021-11-10	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY476267.1	BA.1.15	United Kingdom:Wales	2022-01-17	Homo sapiens	29873	COMPLETE	2023-07-25T00:00:00Z
OY481433.1	CH.1.1	United Kingdom:Wales	2023-01-02	Homo sapiens	29851	COMPLETE	2023-07-25T00:00:00Z
OY486061.1	BA.2	United Kingdom:Wales	2022-03-08	Homo sapiens	29837	COMPLETE	2023-07-25T00:00:00Z
OY489268.1	AY.4	United Kingdom:Wales	2021-10-16	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY493074.1	AY.4	United Kingdom:Wales	2021-10-08	Homo sapiens	29890	COMPLETE	2023-07-26T00:00:00Z
OY495928.1	AY.4	United Kingdom:Wales	2021-08-16	Homo sapiens	29890	COMPLETE	2023-07-26T00:00:00Z
OY500268.1	BA.2	United Kingdom:Wales	2022-03-21	Homo sapiens	29851	COMPLETE	2023-07-26T00:00:00Z
OY505044.1	DV.6	United Kingdom:Wales	2023-02-16	Homo sapiens	29851	COMPLETE	2023-07-26T00:00:00Z
OY508595.1	BA.2	United Kingdom:England	2022-03-16	Homo sapiens	29850	COMPLETE	2023-07-26T00:00:00Z
OY512843.1	CH.1.1.1	United Kingdom:Wales	2023-03-14	Homo sapiens	29851	COMPLETE	2023-07-26T00:00:00Z
OY518388.1	AY.4	United Kingdom:Wales	2021-08-17	Homo sapiens	29890	COMPLETE	2023-07-27T00:00:00Z
OY524453.1	BA.1.1	United Kingdom:Wales	2022-03-08	Homo sapiens	29873	COMPLETE	2023-07-27T00:00:00Z
OY528858.1	AY.4.2	United Kingdom:Wales	2021-12-02	Homo sapiens	29884	COMPLETE	2023-07-27T00:00:00Z
OY533782.1	BA.2	United Kingdom:Wales	2022-03-19	Homo sapiens	29850	COMPLETE	2023-07-27T00:00:00Z
OY539651.1	BA.1	United Kingdom:Wales	2022-01-29	Homo sapiens	29874	COMPLETE	2023-07-27T00:00:00Z
OY544141.1	AY.4	United Kingdom:Wales	2021-12-07	Homo sapiens	29890	COMPLETE	2023-07-28T00:00:00Z
OY548037.1	BA.1	United Kingdom:Wales	2022-01-19	Homo sapiens	29868	COMPLETE	2023-07-28T00:00:00Z
OY554267.1	BA.1.1	United Kingdom:Wales	2022-02-28	Homo sapiens	29873	COMPLETE	2023-07-28T00:00:00Z
OY559174.1	AY.4.2	United Kingdom:Wales	2021-11-30	Homo sapiens	29884	COMPLETE	2023-07-28T00:00:00Z
OY563995.1	BA.1.15	United Kingdom:Wales	2022-01-14	Homo sapiens	29873	COMPLETE	2023-07-28T00:00:00Z
OY569185.1	AY.4.2	United Kingdom:Wales	2021-10-02	Homo sapiens	29890	COMPLETE	2023-07-29T00:00:00Z
OY573065.1	AY.4	United Kingdom:Wales	2021-12-09	Homo sapiens	29890	COMPLETE	2023-07-30T00:00:00Z
OY577922.1	BA.1	United Kingdom:Wales	2022-02-14	Homo sapiens	29873	COMPLETE	2023-07-30T00:00:00Z
OY582274.1	AY.4	United Kingdom:Wales	2021-11-01	Homo sapiens	29890	COMPLETE	2023-07-30T00:00:00Z
OY586431.1	AY.4	United Kingdom:England	2021-06-21	Homo sapiens	29890	COMPLETE	2023-07-30T00:00:00Z
OY592540.1	CH.1.1	United Kingdom:Wales	2023-01-03	Homo sapiens	29851	COMPLETE	2023-07-30T00:00:00Z
OY596795.1	B.1.1.7	United Kingdom:England	2020-12-26	Homo sapiens	29885	COMPLETE	2023-07-30T00:00:00Z
OY601384.1	B.1.1.7	United Kingdom:England	2020-12-27	Homo sapiens	29885	COMPLETE	2023-07-30T00:00:00Z
OY605929.1	B.1.1.7	United Kingdom:England	2021-01-01	Homo sapiens	29885	COMPLETE	2023-07-30T00:00:00Z
OY610124.1	B.1.1.7	United Kingdom:England	2021-01-05	Homo sapiens	29884	COMPLETE	2023-07-30T00:00:00Z
OY614627.1	B.1.177	United Kingdom:England	2020-12-18	Homo sapiens	29903	COMPLETE	2023-07-30T00:00:00Z
OY999675.1	JN.1.19	United Kingdom:Wales	2024-01-02	Homo sapiens	29847	COMPLETE	2024-01-16T00:00:00Z
OZ006618.1	JN.1	United Kingdom:England	2024-01-11	Homo sapiens	29903	COMPLETE	2024-01-30T00:00:00Z
PP121093.1	B.1.427	USA	2021-02-25	Homo sapiens	29847	COMPLETE	2024-01-12T00:00:00Z
PP143759.1	AY.100	USA	2021-09-15	Homo sapiens	29832	COMPLETE	2024-01-17T00:00:00Z
PP161305.1	BA.1.1	USA	2022-01-10	Homo sapiens	29784	COMPLETE	2024-01-19T00:00:00Z
PP188850.1	JN.1.8.1	USA: New Jersey	2024-01-02	Homo sapiens	29627	COMPLETE	2024-01-23T00:00:00Z
PP207864.1	BA.1.1	USA	2022-01-29	Homo sapiens	29802	COMPLETE	2024-01-25T00:00:00Z
PP221887.1	AY.25.1	USA	2021-12-20	Homo sapiens	29831	COMPLETE	2024-01-29T00:00:00Z
PP231260.1	JN.1.4	USA: New York	2024-01-13	Homo sapiens	29691	COMPLETE	2024-01-30T00:00:00Z
OR276440.1	BA.2.9	France	2022-04	Homo sapiens	29675	COMPLETE	2023-07-17T00:00:00Z
OR301015.1	B.1.2	USA	2020-10-25	Homo sapiens	29819	COMPLETE	2023-07-20T00:00:00Z
OR307508.1	B.1.564	USA	2020-09-15	Homo sapiens	29829	COMPLETE	2023-07-20T00:00:00Z
OR312447.1	B.1.2	USA	2020-12-03	Homo sapiens	29891	COMPLETE	2023-07-20T00:00:00Z
OR320148.1	B.1	USA	2020-06-03	Homo sapiens	29824	COMPLETE	2023-07-20T00:00:00Z
OY284669.1	XBB.1.5.48	United Kingdom:Northern_Ireland	2023-04-17	Homo sapiens	29847	COMPLETE	2023-07-14T00:00:00Z
OY289106.1	XBB.2.3	United Kingdom:England	2023-04-28	Homo sapiens	29885	COMPLETE	2023-07-15T00:00:00Z
OY293519.1	BA.1	United Kingdom:England	2022-01-29	Homo sapiens	29876	COMPLETE	2023-07-16T00:00:00Z
OY298303.1	BA.1.17	United Kingdom:England	2022-01-25	Homo sapiens	29861	COMPLETE	2023-07-17T00:00:00Z
OY302594.1	BA.1	United Kingdom:England	2022-01-21	Homo sapiens	29864	COMPLETE	2023-07-17T00:00:00Z
OY306999.1	BA.5.6.3	United Kingdom:England	2022-10-31	Homo sapiens	29844	COMPLETE	2023-07-17T00:00:00Z
OY311995.1	AY.4	United Kingdom:England	2021-08-01	Homo sapiens	29903	COMPLETE	2023-07-17T00:00:00Z
OY316107.1	AY.4	United Kingdom:England	2020	Homo sapiens	29895	COMPLETE	2023-07-17T00:00:00Z
OY320292.1	BA.5.1	United Kingdom:England	2022-08-03	Homo sapiens	29873	COMPLETE	2023-07-18T00:00:00Z
OY324305.1	AY.4.2	United Kingdom:England	2021-08-16	Homo sapiens	29815	COMPLETE	2023-07-18T00:00:00Z
OY328370.1	AY.98	United Kingdom:England	2021-12-13	Homo sapiens	29897	COMPLETE	2023-07-18T00:00:00Z
OY333046.1	AY.5	United Kingdom:England	2021-07-16	Homo sapiens	29890	COMPLETE	2023-07-18T00:00:00Z
OY336390.1	BA.2	United Kingdom:England	2022-03-02	Homo sapiens	29850	COMPLETE	2023-07-18T00:00:00Z
OY341135.1	AY.4	United Kingdom:England	2021-10-16	Homo sapiens	29890	COMPLETE	2023-07-19T00:00:00Z
OY345376.1	unclassifiable	United Kingdom:England	2021-10-10	Homo sapiens	29897	COMPLETE	2023-07-19T00:00:00Z
OY350862.1	AY.4.1	United Kingdom:England	2020	Homo sapiens	29897	COMPLETE	2023-07-19T00:00:00Z
OY355623.1	AY.98	United Kingdom:England	2021-10-01	Homo sapiens	29891	COMPLETE	2023-07-19T00:00:00Z
OY359719.1	B.1.1	United Kingdom:England	2020-03-30	Homo sapiens	29903	COMPLETE	2023-07-19T00:00:00Z
OY364904.1	B.1.1.7	United Kingdom:England	2021-02-11	Homo sapiens	29884	COMPLETE	2023-07-19T00:00:00Z
OY368981.1	AY.5	United Kingdom:England	2021-07-05	Homo sapiens	29896	COMPLETE	2023-07-20T00:00:00Z
OY374253.1	B.1.1.7	United Kingdom:England	2021-02-09	Homo sapiens	29879	COMPLETE	2023-07-20T00:00:00Z
OY378856.1	BA.1	United Kingdom:Scotland	2022-01-17	Homo sapiens	29873	COMPLETE	2023-07-20T00:00:00Z
OY383563.1	BA.1.15.1	United Kingdom:Scotland	2022-01-31	Homo sapiens	29873	COMPLETE	2023-07-20T00:00:00Z
OY387612.1	BA.2.9	United Kingdom:Scotland	2022-06-07	Homo sapiens	29838	COMPLETE	2023-07-20T00:00:00Z
OY393946.1	B.1.617.2	United Kingdom:Scotland	2021-09-30	Homo sapiens	29890	COMPLETE	2023-07-22T00:00:00Z
OY398646.1	B.1.1	United Kingdom:Scotland	2020-04-09		29903	COMPLETE	2023-07-22T00:00:00Z
OY403648.1	AY.4	United Kingdom:Wales	2021-09-25	Homo sapiens	29890	COMPLETE	2023-07-22T00:00:00Z
OY409211.1	AY.4.2.1	United Kingdom:Wales	2021-10-28	Homo sapiens	29890	COMPLETE	2023-07-22T00:00:00Z
OY413543.1	BA.1.1	United Kingdom:Wales	2022-01-03	Homo sapiens	29873	COMPLETE	2023-07-22T00:00:00Z
OY417731.1	BA.1	United Kingdom:Wales	2022-01-14	Homo sapiens	29873	COMPLETE	2023-07-23T00:00:00Z
OY422067.1	BA.1.1	United Kingdom:Wales	2022-01-17	Homo sapiens	29873	COMPLETE	2023-07-23T00:00:00Z
OY425860.1	AY.4	United Kingdom:Wales	2021-12-06	Homo sapiens	29890	COMPLETE	2023-07-23T00:00:00Z
OY431343.1	BA.1	United Kingdom:Wales	2022-02-01	Homo sapiens	29873	COMPLETE	2023-07-25T00:00:00Z
OY434741.1	FL.9	United Kingdom:England	2023-04-27	Homo sapiens	29847	COMPLETE	2023-07-25T00:00:00Z
OY439617.1	BA.5.2	United Kingdom:Wales	2022-08-05	Homo sapiens	29844	COMPLETE	2023-07-25T00:00:00Z
OY444193.1	BA.1.1	United Kingdom:Wales	2022-01-11	Homo sapiens	29870	COMPLETE	2023-07-25T00:00:00Z
OY450058.1	AY.4	United Kingdom:Wales	2021-11-13	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY455943.1	BA.2	United Kingdom:Wales	2022-03-16	Homo sapiens	29850	COMPLETE	2023-07-25T00:00:00Z
OY458866.1	BA.1.1	United Kingdom:Wales	2021-12-29	Homo sapiens	29874	COMPLETE	2023-07-25T00:00:00Z
OY463027.1	BA.4.1	United Kingdom:Wales	2022-06-12	Homo sapiens	29835	COMPLETE	2023-07-25T00:00:00Z
OY468080.1	BA.2.10	United Kingdom:Wales	2022-03-14	Homo sapiens	29851	COMPLETE	2023-07-25T00:00:00Z
OY473436.1	BA.1.1	United Kingdom:Wales	2022-01-01	Homo sapiens	29873	COMPLETE	2023-07-25T00:00:00Z
OY478932.1	BA.2.9	United Kingdom:Wales	2022-04-07	Homo sapiens	29850	COMPLETE	2023-07-25T00:00:00Z
OY484145.1	BA.1	United Kingdom:Wales	2021-12-22	Homo sapiens	29873	COMPLETE	2023-07-25T00:00:00Z
OY488516.1	AY.4.2.1	United Kingdom:Wales	2021-10-30	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY493465.1	BA.1.17.2	United Kingdom:Wales	2022-01-03	Homo sapiens	29873	COMPLETE	2023-07-26T00:00:00Z
OY497934.1	BA.1.1	United Kingdom:Wales	2022-01-24	Homo sapiens	29873	COMPLETE	2023-07-26T00:00:00Z
OY501540.1	AY.98	United Kingdom:Wales	2021-12-01	Homo sapiens	29890	COMPLETE	2023-07-26T00:00:00Z
OY505668.1	BA.1.1	United Kingdom:Wales	2022-01-16	Homo sapiens	29873	COMPLETE	2023-07-26T00:00:00Z
OY509748.1	EF.1	United Kingdom:Wales	2022-12-22	Homo sapiens	29842	COMPLETE	2023-07-26T00:00:00Z
OY515557.1	BA.2	United Kingdom:Wales	2022-02-16	Homo sapiens	29792	COMPLETE	2023-07-26T00:00:00Z
OY518248.1	BA.2.8	United Kingdom:Wales	2022-03-07	Homo sapiens	29850	COMPLETE	2023-07-27T00:00:00Z
OY523769.1	AY.4.2	United Kingdom:Wales	2021-11-10	Homo sapiens	29890	COMPLETE	2023-07-27T00:00:00Z
OY528751.1	AY.4	United Kingdom:Wales	2021-09-16	Homo sapiens	29890	COMPLETE	2023-07-27T00:00:00Z
OY532922.1	BA.1.17.2	United Kingdom:Wales	2022-01-08	Homo sapiens	29873	COMPLETE	2023-07-27T00:00:00Z
OY538417.1	AY.4	United Kingdom:Wales	2021-07-27	Homo sapiens	29896	COMPLETE	2023-07-27T00:00:00Z
OY542119.1	AY.5	United Kingdom:Wales	2021-12-08	Homo sapiens	29897	COMPLETE	2023-07-28T00:00:00Z
OY546686.1	BA.5.1	United Kingdom:Wales	2022-10-14	Homo sapiens	29832	COMPLETE	2023-07-28T00:00:00Z
OY552410.1	AY.98	United Kingdom:Wales	2021-08-27	Homo sapiens	29890	COMPLETE	2023-07-28T00:00:00Z
